Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold,Festival_Name,Festival_Type,UPC_EAN,Product_Name,Sub_Category,Brand_Name,Brand_Tier,Shelf_Life_Days,No_of_Checkout_Counters,Avg_Billing_Time_min,Local_Population_Density,Product_Age_Days,No_of_Customer_Purchases,Unit_Cost,Promotional_Campaign_Flag,Competitor_Promotion_Flag,Google_Trends_Current_Wk,Google_Trends_Lag_1w,Shelf_Capacity,Promotion_Type,Marketing_Spend,Payday_Flag,School_Vacation_Flag,Local_Event_Flag,Launch_Date,Seasonal_Product_Flag,Online_Sales_Units,In_Store_Sales_Units,App_Traffic_Index,Website_Visits,Backorder_Flag,Supplier_Delay_Days,Fill_Rate_Pct,Loyalty_Program_Usage_Count,Repeat_Purchase_Rate,Avg_Basket_Size
09/27/2023,2,9,2023,0,0,1013,Grocery,390.05,0.13,339.34,7,Urban,415.97,108.4,34.9,2.3,0.11,11,177,330,61,,,5066512285191,Tata Beverages 1013,Beverages,Tata,Mid,39,8,7.3,11584,102,44,250.77,N,Y,30,28,91,None,1886,0,0,0,06/17/2023,Y,14,47,502,950,N,2,91.81,25,0.2,1.39
11/12/2023,6,11,2023,1,0,1019,Clothing,252.68,0.02,247.63,3,Rural,256.41,162.7,1.9,13.4,0.46,5,168,246,119,Diwali,Mega Festive,5162036505785,Zara Formalwear 1019,Formalwear,Zara,Budget,624,11,7.3,1637,335,51,127.32,N,N,27,30,94,None,5905,0,0,0,12/12/2022,N,20,99,543,1111,N,1,89.5,21,0.24,2.33
10/13/2023,4,10,2023,0,0,1012,Beauty,181.97,0.15,154.67,15,Rural,180.73,108.0,0.8,10.5,0.18,3,176,328,86,,,5741435015275,Nivea Makeup 1012,Makeup,Nivea,Mid,683,13,3.1,1680,499,57,104.7,N,N,64,27,38,None,1305,0,0,0,06/01/2022,N,16,70,516,1003,N,2,99.13,19,0.29,1.51
10/18/2023,2,10,2023,0,0,1014,Home,142.33,0.37,89.67,18,Urban,146.22,184.8,31.6,2.5,0.75,6,120,157,147,,,7203826864190,Tupperware Decor 1014,Decor,Tupperware,Budget,2244,13,2.6,5779,1822,49,87.02,Y,N,76,64,119,Flash Sale,4890,0,0,0,10/22/2018,Y,19,128,536,1084,N,2,96.64,11,0.22,3.0
08/01/2023,1,8,2023,0,0,1013,Grocery,323.19,0.02,316.73,10,Rural,310.13,76.6,30.3,6.0,0.12,14,33,405,53,,,5066512285191,Tata Beverages 1013,Beverages,Tata,Mid,39,13,4.2,1104,102,18,175.62,Y,N,11,76,70,Seasonal Discount,4755,1,0,0,04/21/2023,Y,19,34,536,1084,N,2,90.42,7,0.14,2.94
06/14/2023,2,6,2023,0,1,1018,Electronics,347.94,0.11,309.67,7,Urban,325.85,93.9,-3.7,0.5,0.24,1,32,185,60,,,2386552824760,Samsung Computers 1018,Computers,Samsung,Budget,1112,8,7.3,11584,1731,46,285.91,N,Y,77,11,84,None,598,0,1,0,09/17/2018,N,7,53,454,762,N,1,88.04,26,0.2,1.3
01/05/2023,3,1,2023,0,0,1005,Electronics,436.13,0.35,283.48,9,Rural,446.3,132.7,25.1,6.2,0.2,8,198,230,69,,,435507398804,Sony Audio 1005,Audio,Sony,Budget,1593,10,7.6,1191,1969,23,313.23,Y,N,13,77,106,Flash Sale,5527,1,0,0,08/15/2017,N,27,42,591,1298,N,2,96.52,6,0.23,3.0
12/05/2023,1,12,2023,0,0,1009,Clothing,174.46,0.39,106.42,5,Rural,165.17,97.9,21.2,18.0,0.55,13,164,72,121,,,790826902237,Allen Solly Formalwear 1009,Formalwear,Allen Solly,Premium,1265,13,2.3,682,205,92,116.97,Y,N,54,13,36,Loyalty Only,3219,1,1,0,05/14/2023,N,23,98,564,1191,N,1,96.17,26,0.17,1.32
03/19/2023,6,3,2023,1,0,1014,Home,386.04,0.23,297.25,20,Rural,353.61,113.6,25.7,3.9,0.87,4,25,54,101,,,7203826864190,Tupperware Decor 1014,Decor,Tupperware,Budget,2244,3,5.5,1463,1822,92,307.75,Y,N,42,54,29,BOGO,2346,0,0,0,03/23/2018,Y,24,77,571,1218,N,0,88.5,29,0.29,1.1
03/03/2023,4,3,2023,0,0,1019,Electronics,282.87,0.35,183.87,8,Urban,254.61,123.9,14.8,3.5,0.51,6,182,485,114,,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,3,7.5,7119,1128,71,228.69,Y,Y,41,42,97,Flash Sale,1905,1,0,0,01/30/2020,N,17,97,522,1030,N,5,95.07,14,0.24,1.61
05/12/2023,4,5,2023,0,0,1005,Clothing,442.0,0.19,358.02,14,Urban,451.58,178.5,34.7,1.0,0.06,2,36,242,92,,,5104045406377,Allen Solly Activewear 1005,Activewear,Allen Solly,Budget,1013,5,2.1,7326,1205,26,320.54,Y,Y,30,41,34,Loyalty Only,5264,0,1,0,01/23/2020,N,13,79,495,923,N,0,98.59,14,0.32,3.54
03/30/2023,3,3,2023,0,0,1009,Beauty,266.27,0.08,244.97,4,Urban,258.93,128.5,-3.2,5.0,0.56,2,142,301,111,,,7654427826707,Lakme Makeup 1009,Makeup,Lakme,Budget,567,12,2.5,10210,1014,56,190.84,N,Y,56,30,40,None,1951,0,0,0,06/19/2020,N,42,69,694,1700,N,0,91.5,26,0.36,1.98
08/25/2023,4,8,2023,0,0,1006,Clothing,261.23,0.2,208.98,20,Rural,274.41,104.4,4.4,4.5,0.8,8,196,352,85,,,3008747811724,FabIndia Formalwear 1006,Formalwear,FabIndia,Mid,1057,3,5.5,1463,1238,46,206.73,Y,Y,92,56,21,BOGO,3284,0,0,0,04/04/2020,N,31,54,619,1406,N,1,92.29,20,0.12,1.85
02/11/2023,5,2,2023,1,0,1016,Clothing,291.05,0.29,206.65,14,Rural,283.78,87.2,10.9,5.3,0.13,14,44,409,98,,,2699066886820,Levis Ethnic wear 1016,Ethnic wear,Levis,Budget,1302,11,7.6,1293,941,44,177.07,Y,Y,12,92,55,BOGO,1788,0,0,0,07/15/2020,Y,21,77,550,1137,N,1,89.52,26,0.11,2.23
03/30/2023,3,3,2023,0,1,1017,Clothing,375.91,0.47,199.23,12,Urban,374.86,111.3,13.0,0.1,0.07,1,183,447,96,,,4805376805555,FabIndia Winter wear 1017,Winter wear,FabIndia,Budget,949,8,4.4,7650,1863,56,311.52,Y,Y,69,12,62,BOGO,5285,0,0,0,02/21/2018,Y,17,79,522,1030,N,0,91.16,22,0.25,1.71
10/23/2023,0,10,2023,0,0,1016,Grocery,482.52,0.03,468.04,2,Urban,473.55,127.4,31.9,4.0,0.19,8,65,463,50,,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,8,2.9,6891,1127,39,284.06,N,N,43,69,99,None,1261,0,0,0,09/21/2020,N,11,39,481,869,N,0,99.68,12,0.31,1.28
11/24/2023,4,11,2023,0,0,1008,Clothing,41.41,0.25,31.06,13,Rural,42.66,161.9,17.4,4.5,0.75,10,136,392,156,,,3749811340871,FabIndia Winter wear 1008,Winter wear,FabIndia,Premium,781,6,3.6,705,1587,32,25.63,Y,Y,36,43,105,Seasonal Discount,1966,0,0,0,07/21/2019,Y,42,114,694,1700,N,2,88.16,12,0.1,4.88
10/22/2023,6,10,2023,1,0,1009,Clothing,31.45,0.16,26.42,1,Urban,30.55,68.2,-3.2,1.2,0.59,10,161,214,126,,,790826902237,Allen Solly Formalwear 1009,Formalwear,Allen Solly,Premium,1265,9,5.5,5995,205,94,20.97,Y,Y,60,36,70,Flash Sale,2592,0,0,0,03/31/2023,N,35,91,646,1513,N,3,94.97,36,0.25,1.34
04/14/2023,4,4,2023,0,0,1009,Grocery,469.09,0.25,351.82,20,Rural,512.6,83.2,11.3,1.2,0.54,1,147,14,70,,,6899637250727,Ashirvad Grains 1009,Grains,Ashirvad,Budget,34,3,5.5,1463,1508,40,322.8,Y,N,12,60,57,BOGO,2519,0,0,0,02/26/2019,N,22,48,557,1164,Y,3,97.51,11,0.3,1.75
01/14/2023,5,1,2023,1,0,1006,Grocery,267.29,0.01,264.62,7,Rural,290.61,106.9,11.7,1.6,0.25,9,47,146,79,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,11,5.2,1046,268,33,158.95,N,N,80,12,65,None,545,0,0,0,04/21/2022,N,18,61,529,1057,N,2,99.95,15,0.2,2.39
10/15/2023,6,10,2023,1,0,1015,Beauty,309.38,0.16,259.88,9,Urban,330.91,104.1,33.6,6.2,0.33,1,185,489,101,,,1914986328580,Lakme Fragrance 1015,Fragrance,Lakme,Mid,702,3,6.8,6250,1988,37,243.43,Y,N,43,80,49,BOGO,2744,0,0,0,05/06/2018,N,16,85,516,1003,N,0,87.63,11,0.26,2.73
06/28/2023,2,6,2023,0,0,1017,Home,243.8,0.41,143.84,17,Rural,264.29,108.8,19.0,4.7,0.97,4,18,143,118,,,5394891561256,Tupperware Bedding 1017,Bedding,Tupperware,Premium,2810,4,2.6,1279,86,98,191.73,Y,Y,45,43,115,Seasonal Discount,4350,0,1,0,04/03/2023,N,12,106,488,896,N,3,85.44,22,0.15,1.2
05/05/2023,4,5,2023,0,0,1005,Electronics,51.36,0.28,36.98,13,Urban,50.84,169.0,20.4,9.3,0.24,9,187,24,127,,,435507398804,Sony Audio 1005,Audio,Sony,Budget,1593,7,3.2,14233,1969,88,33.01,Y,N,36,45,39,Flash Sale,4535,1,1,0,12/13/2017,N,25,102,577,1245,Y,2,93.83,21,0.29,1.44
12/19/2023,1,12,2023,0,0,1019,Electronics,385.2,0.23,296.6,10,Urban,388.01,98.6,23.5,1.8,0.9,1,78,98,89,,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,7,3.6,13719,1128,79,278.97,Y,Y,58,36,60,BOGO,4013,0,1,0,11/16/2020,N,32,57,626,1432,N,6,98.38,24,0.18,1.13
01/23/2023,0,1,2023,0,0,1000,Clothing,374.88,0.14,322.4,16,Rural,393.03,125.3,25.8,12.2,0.58,9,185,178,72,,,7738194950076,Allen Solly Activewear 1000,Activewear,Allen Solly,Premium,829,9,2.8,1951,706,28,235.82,N,N,82,58,30,None,1749,0,0,0,02/16/2021,N,19,53,536,1084,N,3,93.72,9,0.33,2.57
03/04/2023,5,3,2023,1,1,1000,Beauty,159.29,0.15,135.4,6,Rural,165.54,143.6,20.4,6.8,0.12,14,176,332,111,,,8366316402929,Nivea Makeup 1000,Makeup,Nivea,Budget,570,8,4.8,1952,1553,96,118.73,Y,Y,29,82,60,Seasonal Discount,3676,1,0,0,12/02/2018,N,30,81,612,1379,N,1,85.65,24,0.27,1.16
05/23/2023,1,5,2023,0,1,1011,Clothing,156.59,0.19,126.84,16,Urban,168.83,84.8,4.5,2.5,0.47,8,14,173,116,,,9350894528554,Allen Solly Ethnic wear 1011,Ethnic wear,Allen Solly,Mid,1141,3,2.2,9314,794,114,96.94,Y,N,61,29,118,BOGO,5084,0,1,0,03/20/2021,Y,33,83,633,1459,N,1,92.51,44,0.28,1.02
06/02/2023,4,6,2023,0,0,1001,Electronics,419.73,0.42,243.44,11,Urban,437.89,157.8,30.0,0.5,0.95,5,93,262,126,,,8620831801921,Sony Accessories 1001,Accessories,Sony,Premium,1265,6,4.4,6438,1984,57,263.93,Y,Y,16,61,106,Loyalty Only,5474,1,1,0,12/26/2017,N,21,105,550,1137,N,2,90.5,14,0.27,2.21
05/25/2023,3,5,2023,0,0,1003,Grocery,40.82,0.48,21.23,20,Urban,44.88,132.1,24.3,1.5,0.42,6,148,289,142,,,1131674445030,Nestle Dairy 1003,Dairy,Nestle,Mid,48,9,5.7,8788,45,48,25.93,Y,Y,40,16,76,Loyalty Only,5628,0,1,0,04/10/2023,N,14,128,502,950,N,2,98.52,21,0.21,2.96
08/13/2023,6,8,2023,1,0,1016,Home,441.15,0.22,344.1,3,Urban,427.78,117.0,24.7,15.7,0.86,5,69,57,68,,,4975301079524,Philips Kitchenware 1016,Kitchenware,Philips,Mid,2051,9,6.6,14271,1701,28,315.72,Y,N,13,40,109,BOGO,5131,0,0,0,12/16/2018,N,15,53,509,977,N,2,88.22,8,0.37,2.43
11/05/2023,6,11,2023,1,0,1003,Beauty,132.05,0.2,105.64,9,Urban,140.84,171.5,34.9,1.9,0.26,4,164,333,145,,,6350352982163,Dove Skincare 1003,Skincare,Dove,Premium,391,3,6.8,6250,1782,127,78.07,Y,Y,89,13,93,Seasonal Discount,4500,1,0,0,12/19/2018,N,48,97,736,1861,N,0,92.01,53,0.39,1.14
04/14/2023,4,4,2023,0,0,1010,Grocery,298.53,0.42,173.15,15,Urban,310.33,86.5,27.1,2.0,0.57,12,144,278,99,,,9334869047916,Amul Dairy 1010,Dairy,Amul,Mid,31,6,5.9,12371,147,33,153.02,Y,N,68,89,20,Seasonal Discount,3614,0,0,0,11/18/2022,N,25,74,577,1245,N,0,97.99,15,0.39,3.0
04/14/2023,4,4,2023,0,0,1003,Home,468.32,0.21,369.97,13,Urban,486.25,182.5,28.2,1.1,0.84,10,197,406,111,,,779320874566,Tupperware Decor 1003,Decor,Tupperware,Premium,2178,7,3.2,14233,419,71,250.81,Y,Y,34,68,77,Seasonal Discount,2643,0,0,0,02/19/2022,Y,28,83,598,1325,N,3,96.63,20,0.14,1.56
02/08/2023,2,2,2023,0,0,1000,Beauty,340.67,0.28,245.28,10,Urban,328.8,134.2,33.1,8.2,0.92,14,187,144,129,,,8366316402929,Nivea Makeup 1000,Makeup,Nivea,Budget,570,7,3.6,13719,1553,104,174.08,Y,N,22,34,113,Seasonal Discount,5420,0,0,0,11/08/2018,N,23,106,564,1191,N,0,99.61,46,0.3,1.24
07/17/2023,0,7,2023,0,0,1006,Beauty,210.14,0.12,184.92,20,Urban,222.14,141.4,1.0,1.6,0.49,13,76,396,100,,,375015213779,Nivea Fragrance 1006,Fragrance,Nivea,Budget,518,9,5.7,8788,233,98,175.75,N,N,49,22,114,None,1334,0,0,0,11/26/2022,N,35,65,646,1513,N,3,95.64,46,0.18,1.02
05/14/2023,6,5,2023,1,0,1017,Electronics,346.32,0.37,218.18,13,Rural,374.05,181.3,14.9,2.0,0.64,12,78,121,153,,,3271555125378,Samsung Computers 1017,Computers,Samsung,Budget,1582,6,3.6,705,964,48,180.45,Y,Y,73,49,73,Flash Sale,3052,0,1,0,09/22/2020,N,54,99,777,2022,N,5,92.29,27,0.37,3.19
03/08/2023,2,3,2023,0,1,1008,Grocery,175.27,0.27,127.95,17,Rural,165.4,172.6,18.2,2.7,0.0,4,192,26,110,Holi,Mega Festive,8274135829664,Ashirvad Spices 1008,Spices,Ashirvad,Budget,52,4,2.6,1279,987,58,136.38,Y,N,63,73,98,Seasonal Discount,6717,0,0,0,06/24/2020,N,30,80,612,1379,Y,3,90.64,22,0.39,1.9
06/28/2023,2,6,2023,0,0,1002,Beauty,142.24,0.4,85.34,7,Urban,145.81,140.2,8.2,2.8,0.25,14,86,65,124,,,8588322527842,L'oreal Makeup 1002,Makeup,L'oreal,Mid,577,8,7.3,11584,1452,100,102.55,Y,Y,43,63,75,BOGO,4023,0,1,0,07/07/2019,N,27,97,591,1298,N,2,99.57,55,0.26,1.24
02/11/2023,5,2,2023,1,0,1007,Beauty,498.36,0.39,304.0,6,Urban,487.61,163.0,28.6,2.6,0.28,10,153,100,108,,,7395325907962,Nivea Skincare 1007,Skincare,Nivea,Mid,637,7,3.6,6002,559,24,369.46,Y,Y,37,43,94,BOGO,3462,0,0,0,08/01/2021,N,25,83,577,1245,N,1,85.9,12,0.12,4.5
01/15/2023,6,1,2023,1,1,1018,Home,376.64,0.11,335.21,13,Urban,413.52,115.0,25.5,3.5,0.09,8,127,413,67,,,178029681125,Ikea Furniture 1018,Furniture,Ikea,Premium,2770,7,3.2,14233,947,32,279.32,N,N,57,37,38,None,742,0,0,0,06/12/2020,N,11,56,481,869,N,3,86.14,8,0.19,2.09
04/21/2023,4,4,2023,0,0,1003,Electronics,324.14,0.36,207.45,17,Urban,322.77,132.1,23.8,8.4,0.28,8,21,387,95,Eid-ul-Fitr,Gifting Season,7609510980566,Bose Accessories 1003,Accessories,Bose,Premium,1821,11,7.4,9278,440,86,265.06,Y,N,11,57,90,BOGO,2202,0,0,0,02/05/2022,N,17,78,522,1030,N,2,99.31,20,0.38,1.1
06/06/2023,1,6,2023,0,0,1017,Clothing,180.87,0.4,108.52,15,Urban,171.04,59.3,34.9,8.6,0.32,9,36,93,85,,,4805376805555,FabIndia Winter wear 1017,Winter wear,FabIndia,Budget,949,6,5.9,12371,1863,37,115.93,Y,N,55,11,60,Flash Sale,5255,0,1,0,04/30/2018,Y,21,64,550,1137,N,1,89.98,18,0.32,2.3
10/16/2023,0,10,2023,0,0,1019,Electronics,29.33,0.17,24.34,4,Rural,28.64,63.5,5.4,8.0,0.97,3,170,66,120,,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,6,6.0,1738,1128,24,17.46,Y,N,61,55,35,Flash Sale,1475,0,0,0,09/13/2020,N,28,92,598,1325,N,5,96.11,13,0.17,5.0
08/19/2023,5,8,2023,1,0,1010,Clothing,20.37,0.09,18.54,15,Rural,21.0,174.4,24.4,0.5,0.67,10,94,249,158,,,9907038161151,Zara Activewear 1010,Activewear,Zara,Premium,611,13,3.1,1680,300,110,11.54,N,N,10,61,96,None,926,0,0,0,10/23/2022,N,38,120,667,1593,N,1,87.55,60,0.18,1.44
06/06/2023,1,6,2023,0,0,1013,Grocery,279.32,0.0,279.32,14,Rural,255.64,59.0,17.1,8.0,0.43,8,117,141,78,,,5066512285191,Tata Beverages 1013,Beverages,Tata,Mid,39,11,7.6,1293,102,60,177.33,N,Y,62,10,32,None,1989,0,1,0,02/24/2023,Y,30,48,612,1379,N,0,89.29,28,0.23,1.3
02/07/2023,1,2,2023,0,0,1017,Grocery,382.21,0.23,294.3,11,Urban,390.13,75.4,7.5,0.6,0.99,3,64,266,100,,,6864448578923,Nestle Spices 1017,Spices,Nestle,Mid,79,6,4.4,6438,1648,35,301.61,Y,N,16,62,40,BOGO,3766,0,0,0,08/04/2018,N,22,78,557,1164,N,3,94.02,19,0.3,2.86
04/07/2023,4,4,2023,0,0,1015,Beauty,271.0,0.18,222.22,4,Rural,294.37,169.4,1.4,0.7,0.15,2,61,39,101,,,1914986328580,Lakme Fragrance 1015,Fragrance,Lakme,Mid,702,6,6.0,1738,1988,95,146.71,Y,N,67,16,38,Seasonal Discount,5939,0,0,0,10/27/2017,N,12,89,488,896,Y,0,98.29,46,0.4,1.06
10/16/2023,0,10,2023,0,0,1002,Grocery,421.19,0.28,303.26,3,Rural,450.7,50.2,30.8,14.8,0.48,2,46,214,60,,,8148570840155,Nestle Beverages 1002,Beverages,Nestle,Premium,54,11,7.3,1637,228,28,322.1,Y,N,67,67,96,Flash Sale,4349,0,0,0,03/02/2023,Y,10,50,474,843,N,0,97.53,14,0.17,2.14
09/11/2023,0,9,2023,0,0,1014,Beauty,21.55,0.09,19.61,2,Urban,19.69,92.4,18.8,8.6,0.65,9,122,488,126,,,7639209561846,Lakme Makeup 1014,Makeup,Lakme,Premium,522,8,2.9,6891,1922,81,14.96,N,N,18,67,98,None,1820,0,0,0,06/07/2018,N,16,110,516,1003,N,3,88.19,17,0.36,1.56
07/15/2023,5,7,2023,1,0,1003,Electronics,186.54,0.43,106.33,20,Urban,204.95,137.6,28.0,4.0,0.06,4,129,495,110,,,7609510980566,Bose Accessories 1003,Accessories,Bose,Premium,1821,9,5.7,8788,440,82,117.35,Y,N,20,18,89,Flash Sale,6384,0,0,0,05/01/2022,N,13,97,495,923,N,7,88.29,47,0.26,1.34
03/27/2023,0,3,2023,0,0,1004,Grocery,122.35,0.13,106.44,10,Urban,127.21,139.3,16.8,10.4,0.72,5,24,479,119,,,5127157404970,Nestle Grains 1004,Grains,Nestle,Premium,22,7,3.6,13719,1410,27,75.2,N,Y,52,20,77,None,933,0,0,0,05/17/2019,N,12,107,488,896,N,2,96.3,12,0.1,4.41
11/18/2023,5,11,2023,1,0,1016,Electronics,226.4,0.11,201.5,13,Urban,211.11,166.6,3.8,22.7,0.1,2,93,130,103,,,2275932199366,Samsung Mobiles 1016,Mobiles,Samsung,Premium,1143,7,3.2,14233,102,26,116.44,N,N,22,52,43,None,1996,0,0,0,08/08/2023,N,22,81,557,1164,N,6,99.19,14,0.21,3.96
01/10/2023,1,1,2023,0,1,1006,Electronics,40.83,0.24,31.03,20,Rural,36.85,125.9,8.5,4.7,0.14,9,92,489,133,,,8825556932784,Sony Computers 1006,Computers,Sony,Premium,1132,3,5.5,1463,1426,77,29.88,Y,N,32,22,50,Flash Sale,5300,0,0,0,02/14/2019,N,29,104,605,1352,N,5,91.65,21,0.1,1.73
01/05/2023,3,1,2023,0,0,1015,Grocery,477.3,0.25,357.98,18,Urban,445.92,126.4,10.3,4.7,0.16,7,74,0,63,,,9597694480687,Amul Grains 1015,Grains,Amul,Mid,46,13,2.6,5779,555,63,267.11,Y,Y,22,32,84,Seasonal Discount,3768,1,0,0,06/29/2021,N,14,49,502,950,Y,0,90.8,22,0.25,1.0
05/03/2023,2,5,2023,0,0,1013,Electronics,115.51,0.11,102.8,16,Urban,123.32,158.8,33.9,7.0,0.93,3,12,8,141,,,2336836726970,Samsung Computers 1013,Computers,Samsung,Premium,1082,3,2.2,9314,305,128,85.16,N,N,84,22,42,None,1130,1,1,0,07/02/2022,N,36,105,653,1540,Y,1,92.6,45,0.33,1.1
11/26/2023,6,11,2023,1,0,1015,Grocery,461.54,0.14,396.92,11,Urban,417.38,124.8,-4.8,1.3,0.68,6,114,367,80,,,9597694480687,Amul Grains 1015,Grains,Amul,Mid,46,6,4.4,6438,555,49,323.56,N,N,10,84,25,None,1416,0,0,0,05/20/2022,N,20,60,543,1111,N,3,87.7,16,0.12,1.63
12/19/2023,1,12,2023,0,0,1006,Grocery,215.82,0.08,198.55,10,Urban,204.3,141.3,34.4,0.9,0.66,7,142,328,114,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,7,3.6,13719,268,50,128.23,Y,N,10,10,62,Loyalty Only,4230,0,1,0,03/26/2023,N,30,84,612,1379,N,2,94.59,17,0.17,2.28
04/28/2023,4,4,2023,0,1,1008,Grocery,492.83,0.36,315.41,9,Rural,518.19,184.7,34.2,7.1,0.56,14,146,379,91,,,8274135829664,Ashirvad Spices 1008,Spices,Ashirvad,Budget,52,10,7.6,1191,987,63,414.02,Y,N,35,10,80,Flash Sale,6148,0,0,0,08/14/2020,N,10,81,474,843,N,1,94.73,33,0.16,1.44
10/21/2023,5,10,2023,1,0,1003,Clothing,279.26,0.39,170.35,12,Urban,284.07,110.2,34.8,2.1,0.29,12,138,331,119,,,742708927336,Allen Solly Activewear 1003,Activewear,Allen Solly,Mid,581,8,4.4,7650,1772,91,179.17,Y,Y,49,35,35,BOGO,3040,0,0,0,12/14/2018,N,29,90,605,1352,N,2,98.54,40,0.35,1.31
06/08/2023,3,6,2023,0,0,1010,Electronics,465.76,0.23,358.64,19,Rural,492.1,107.8,14.1,0.7,0.62,6,39,384,52,,,3532836901149,Sony Computers 1010,Computers,Sony,Premium,1401,11,2.9,1411,642,16,375.96,Y,Y,40,49,112,Flash Sale,3270,0,1,0,09/04/2021,N,16,36,516,1003,N,4,95.42,3,0.22,3.25
10/30/2023,0,10,2023,0,0,1001,Home,7.65,0.36,4.9,1,Urban,8.03,50.5,33.6,1.9,0.41,10,80,143,114,,,7102851061712,Tupperware Bedding 1001,Bedding,Tupperware,Mid,2790,9,5.5,5995,616,87,5.01,Y,Y,28,40,36,Flash Sale,3889,0,0,1,02/21/2022,N,33,81,633,1459,N,2,88.3,39,0.28,1.31
08/16/2023,2,8,2023,0,0,1011,Grocery,375.38,0.37,236.49,18,Urban,341.64,142.0,10.8,2.2,0.15,11,157,349,115,,,7435202863434,Tata Beverages 1011,Beverages,Tata,Premium,23,13,2.6,5779,1542,33,312.15,Y,N,43,28,115,Flash Sale,1506,0,0,0,05/27/2019,Y,29,86,605,1352,N,2,90.12,17,0.24,3.48
12/31/2023,6,12,2023,1,0,1011,Electronics,452.01,0.07,420.37,14,Urban,487.49,54.5,-3.9,16.8,0.69,10,102,327,54,,,4385547629763,Samsung Computers 1011,Computers,Samsung,Mid,1224,5,2.1,7326,1637,41,314.92,N,Y,60,43,29,None,687,1,1,0,07/08/2019,N,6,48,447,735,N,0,92.47,17,0.18,1.32
08/04/2023,4,8,2023,0,0,1003,Beauty,74.16,0.48,38.56,1,Rural,70.11,125.6,4.0,6.0,0.13,6,36,493,114,,,6350352982163,Dove Skincare 1003,Skincare,Dove,Premium,391,8,4.6,1920,1782,49,62.76,Y,Y,26,60,87,BOGO,2940,1,0,0,09/17/2018,N,43,71,701,1727,N,1,87.68,25,0.31,2.33
07/03/2023,0,7,2023,0,0,1017,Grocery,52.58,0.41,31.02,17,Urban,53.14,170.6,32.8,3.8,0.19,13,72,301,132,,,6864448578923,Nestle Spices 1017,Spices,Nestle,Mid,79,11,7.4,9278,1648,124,38.56,Y,N,17,26,85,BOGO,6335,1,0,0,12/28/2018,N,26,106,584,1272,N,3,89.85,62,0.14,1.06
01/15/2023,6,1,2023,1,0,1006,Grocery,215.16,0.1,193.64,11,Urban,221.37,132.5,-4.4,17.3,0.82,8,90,137,119,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,6,4.4,6438,268,69,146.01,N,N,87,17,74,None,624,0,0,0,04/22/2022,N,23,96,564,1191,N,1,90.98,38,0.27,1.72
06/06/2023,1,6,2023,0,0,1000,Home,467.17,0.09,425.12,20,Urban,436.21,90.4,16.8,11.7,0.66,14,40,416,50,,,495872934000,Sleepwell Furniture 1000,Furniture,Sleepwell,Premium,1117,9,5.7,8788,1651,49,261.81,N,N,94,87,27,None,1448,0,1,0,11/28/2018,N,13,37,495,923,N,0,99.43,12,0.37,1.02
05/16/2023,1,5,2023,0,0,1012,Clothing,273.48,0.06,257.07,15,Urban,299.53,167.9,-2.0,3.6,0.63,8,156,357,118,,,8799422298307,FabIndia Activewear 1012,Activewear,FabIndia,Mid,1080,6,5.9,12371,1587,90,225.63,Y,Y,34,94,62,Loyalty Only,3311,0,1,0,01/10/2019,N,12,106,488,896,N,1,86.89,44,0.39,1.31
09/18/2023,0,9,2023,0,0,1005,Clothing,266.09,0.07,247.46,4,Rural,265.46,90.5,6.5,11.8,0.42,5,123,296,97,,,5104045406377,Allen Solly Activewear 1005,Activewear,Allen Solly,Budget,1013,6,6.0,1738,1205,86,181.56,N,Y,10,34,30,None,692,0,0,0,05/31/2020,N,24,73,571,1218,N,2,91.97,44,0.22,1.13
06/06/2023,1,6,2023,0,1,1005,Grocery,74.86,0.37,47.16,15,Urban,68.24,160.0,-1.5,2.6,0.4,14,111,178,141,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,6,5.9,12371,841,132,42.39,Y,Y,14,10,34,Seasonal Discount,6436,0,1,0,02/15/2021,N,55,86,784,2049,N,0,98.48,42,0.35,1.07
02/16/2023,3,2,2023,0,0,1011,Electronics,5.39,0.23,4.15,14,Urban,5.86,141.5,29.4,1.3,0.69,4,102,277,154,,,4385547629763,Samsung Computers 1011,Computers,Samsung,Mid,1224,5,2.1,7326,1637,55,3.8,Y,Y,22,14,29,Flash Sale,1735,0,0,1,08/24/2018,N,27,127,591,1298,N,7,89.14,11,0.12,2.8
